172.19.0.1 - - [09/Dec/2020:20:00:21 +0000] "GET /_wdt/9545e9 HTTP/1.1" 200 15963 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET / HTTP/1.1" 200 52198 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET /Front/js/jquery.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET /Front/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET /Front/js/buttonLoad.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET /Front/js/popper.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:30 +0000] "GET /Front/js/mdbootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:00:33 +0000] "GET /_wdt/b1e365 HTTP/1.1" 200 15963 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET / HTTP/1.1" 200 52191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET /Front/js/jquery.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET /Front/js/buttonLoad.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET /Front/js/popper.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET /Front/js/mdbootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:25 +0000] "GET /Front/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.19.0.1 - - [09/Dec/2020:20:02:30 +0000] "GET /_wdt/fd1801 HTTP/1.1" 200 15963 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.18.0.1 - - [09/Dec/2020:20:29:17 +0000] "GET / HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET / HTTP/1.1" 200 52198 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET /Front/js/jquery.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET /Front/js/mdbootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET /Front/js/buttonLoad.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET /Front/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:30:58 +0000] "GET /Front/js/popper.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:03 +0000] "GET /_wdt/9b1cac HTTP/1.1" 200 15965 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET / HTTP/1.1" 200 52191 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET /Front/js/jquery.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET /Front/js/mdbootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET /Front/js/buttonLoad.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET /Front/js/popper.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:07 +0000] "GET /Front/js/bootstrap.min.js HTTP/1.1" 304 0 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:31:10 +0000] "GET /_wdt/efb581 HTTP/1.1" 200 15963 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:32:11 +0000] "GET /login HTTP/1.1" 200 53852 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
172.20.0.1 - - [09/Dec/2020:20:32:11 +0000] "GET /Front/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 80272 "http://localhost/Front/css/fontawesomes.min.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0"
